pi_co2, cp_s, h_hat, cr, T_design, CF,SHB_CF, CAPEX_total, Total_profit, Total_CO2
40.000000,3.000000,25.000000,1.000000,400.000000,0.022936,0.985873,15.387489,24463.608670,320.496577
40.000000,3.000000,30.000000,1.000000,400.000000,0.023697,0.988080,15.437489,23970.654372,331.133636
40.000000,3.000000,35.000000,1.000000,400.000000,0.024553,0.990420,15.487489,24653.206814,343.100329
40.000000,3.000000,40.000000,1.000000,400.000000,0.024363,0.990240,15.537489,24481.617833,340.441064
40.000000,3.000000,45.000000,1.000000,400.000000,0.026170,0.990335,15.587489,24323.825232,365.704081
40.000000,3.000000,50.000000,1.000000,400.000000,0.025124,0.991010,15.637489,24329.476423,351.078124
40.000000,3.000000,55.000000,1.000000,400.000000,0.024505,0.993740,15.687489,24108.860917,342.435513
40.000000,3.000000,60.000000,1.000000,400.000000,0.024030,0.992837,15.737489,24502.346764,335.787350
40.000000,3.000000,65.000000,1.000000,400.000000,0.023982,0.992856,15.787489,24416.976134,335.122534
40.000000,3.000000,70.000000,1.000000,400.000000,0.024268,0.996861,15.837489,24494.393271,339.111431
40.000000,3.000000,75.000000,1.000000,400.000000,0.023744,0.997022,15.887489,24454.049937,331.798453
40.000000,3.000000,80.000000,1.000000,400.000000,0.024172,0.997175,15.937489,24642.026416,337.781799
40.000000,3.000000,85.000000,1.000000,400.000000,0.024315,0.997203,15.987489,24683.875707,339.776248
40.000000,3.000000,90.000000,1.000000,400.000000,0.023792,0.997003,16.037489,24454.373034,332.463269
40.000000,3.000000,95.000000,1.000000,400.000000,0.024220,0.997355,16.087489,24685.134562,338.446615
40.000000,3.000000,100.000000,1.000000,400.000000,0.023697,0.997365,16.137489,24528.271467,331.133636
60.000000,3.000000,10.000000,1.000000,400.000000,0.109551,0.984047,15.237489,43154.668902,1531.126946
60.000000,3.000000,15.000000,1.000000,400.000000,0.108409,0.984437,15.287489,43091.712474,1515.171356
60.000000,3.000000,20.000000,1.000000,400.000000,0.109551,0.984960,15.337489,43246.136548,1531.126946
60.000000,3.000000,25.000000,1.000000,400.000000,0.108980,0.985236,15.387489,43166.316922,1523.149151
60.000000,3.000000,30.000000,1.000000,400.000000,0.109503,0.988204,15.437489,43576.652739,1530.462129
60.000000,3.000000,35.000000,1.000000,400.000000,0.108885,0.988746,15.487489,42804.955427,1521.819518
60.000000,3.000000,40.000000,1.000000,400.000000,0.109075,0.988946,15.537489,43290.913412,1524.478783
60.000000,3.000000,45.000000,1.000000,400.000000,0.109266,0.988946,15.587489,43151.903209,1527.138048
60.000000,3.000000,50.000000,1.000000,400.000000,0.108980,0.989659,15.637489,43253.279441,1523.149151
60.000000,3.000000,55.000000,1.000000,400.000000,0.109503,0.992770,15.687489,43275.040323,1530.462129
60.000000,3.000000,60.000000,1.000000,400.000000,0.109456,0.992742,15.737489,43305.547023,1529.797313
60.000000,3.000000,65.000000,1.000000,400.000000,0.110360,0.993103,15.787489,43396.614074,1542.428822
60.000000,3.000000,70.000000,1.000000,400.000000,0.110169,0.994463,15.837489,43471.826669,1539.769557
60.000000,3.000000,75.000000,1.000000,400.000000,0.109789,0.994492,15.887489,43434.712312,1534.451027
60.000000,3.000000,80.000000,1.000000,400.000000,0.110217,0.994768,15.937489,43471.810615,1540.434373
60.000000,3.000000,85.000000,1.000000,400.000000,0.110360,0.993056,15.987489,43545.460792,1542.428822
60.000000,3.000000,90.000000,1.000000,400.000000,0.109979,0.997022,16.037489,43501.303760,1537.110292
60.000000,3.000000,95.000000,1.000000,400.000000,0.110169,0.995557,16.087489,43535.819318,1539.769557
60.000000,3.000000,100.000000,1.000000,400.000000,0.110407,0.994968,16.137489,43574.152518,1543.093638
80.000000,3.000000,10.000000,1.000000,400.000000,0.140801,0.982211,15.237489,79898.913572,1967.911214
80.000000,3.000000,15.000000,1.000000,400.000000,0.140944,0.984408,15.287489,80068.224192,1969.905663
80.000000,3.000000,20.000000,1.000000,400.000000,0.141182,0.984893,15.337489,80199.547077,1973.229744
80.000000,3.000000,25.000000,1.000000,400.000000,0.140230,0.985169,15.387489,79829.647851,1959.933419
80.000000,3.000000,30.000000,1.000000,400.000000,0.141372,0.985968,15.437489,80498.103976,1975.889009
80.000000,3.000000,35.000000,1.000000,400.000000,0.140420,0.985921,15.487489,80079.474527,1962.592684
80.000000,3.000000,40.000000,1.000000,400.000000,0.140706,0.986492,15.537489,80185.262342,1966.581581
80.000000,3.000000,45.000000,1.000000,400.000000,0.140801,0.988556,15.587489,80302.518234,1967.911214
80.000000,3.000000,50.000000,1.000000,400.000000,0.140706,0.989460,15.637489,80432.400744,1966.581581
80.000000,3.000000,55.000000,1.000000,400.000000,0.141086,0.989298,15.687489,80509.499316,1971.900111
80.000000,3.000000,60.000000,1.000000,400.000000,0.142371,0.989564,15.737489,81118.706192,1989.850150
80.000000,3.000000,65.000000,1.000000,400.000000,0.142751,0.989517,15.787489,81169.761073,1995.168680
80.000000,3.000000,70.000000,1.000000,400.000000,0.142799,0.990877,15.837489,81205.417154,1995.833496
80.000000,3.000000,75.000000,1.000000,400.000000,0.142941,0.992323,15.887489,81277.187592,1997.827945
80.000000,3.000000,80.000000,1.000000,400.000000,0.142751,0.994292,15.937489,81308.824216,1995.168680
80.000000,3.000000,85.000000,1.000000,400.000000,0.142941,0.994330,15.987489,81342.606649,1997.827945
80.000000,3.000000,90.000000,1.000000,400.000000,0.142989,0.994425,16.037489,81410.200591,1998.492761
80.000000,3.000000,95.000000,1.000000,400.000000,0.142989,0.994606,16.087489,81381.489321,1998.492761
80.000000,3.000000,100.000000,1.000000,400.000000,0.143037,0.994873,16.137489,81455.832326,1999.157577
100.000000,3.000000,10.000000,1.000000,400.000000,0.163109,0.934694,15.237489,122101.072719,2279.710029
100.000000,3.000000,15.000000,1.000000,400.000000,0.169435,0.944987,15.287489,122695.140210,2368.130589
100.000000,3.000000,20.000000,1.000000,400.000000,0.173763,0.954043,15.337489,123164.353866,2428.628867
100.000000,3.000000,25.000000,1.000000,400.000000,0.176570,0.962015,15.387489,123425.973669,2467.853025
100.000000,3.000000,30.000000,1.000000,400.000000,0.181041,0.967361,15.437489,123934.144395,2530.345751
100.000000,3.000000,35.000000,1.000000,400.000000,0.185797,0.974401,15.487489,124589.675796,2596.827375
100.000000,3.000000,40.000000,1.000000,400.000000,0.186844,0.976655,15.537489,123601.480728,2611.453332
100.000000,3.000000,45.000000,1.000000,400.000000,0.190316,0.979176,15.587489,124017.206336,2659.984917
100.000000,3.000000,50.000000,1.000000,400.000000,0.193075,0.981688,15.637489,124275.736312,2698.544259
100.000000,3.000000,55.000000,1.000000,400.000000,0.193312,0.983685,15.687489,124527.714243,2701.868340
100.000000,3.000000,60.000000,1.000000,400.000000,0.195072,0.986815,15.737489,125472.235619,2726.466541
100.000000,3.000000,65.000000,1.000000,400.000000,0.197308,0.984836,15.787489,125662.847128,2757.712904
100.000000,3.000000,70.000000,1.000000,400.000000,0.197213,0.989545,15.837489,125733.466787,2756.383272
100.000000,3.000000,75.000000,1.000000,400.000000,0.196832,0.989840,15.887489,125739.700465,2751.064742
100.000000,3.000000,80.000000,1.000000,400.000000,0.197498,0.992542,15.937489,125894.313697,2760.372169
100.000000,3.000000,85.000000,1.000000,400.000000,0.196404,0.993598,15.987489,125916.298023,2745.081396
100.000000,3.000000,90.000000,1.000000,400.000000,0.198212,0.991486,16.037489,126018.080833,2770.344413
100.000000,3.000000,95.000000,1.000000,400.000000,0.198640,0.992314,16.087489,126104.957756,2776.327759
100.000000,3.000000,100.000000,1.000000,400.000000,0.198307,0.991771,16.137489,126023.472735,2771.674045
120.000000,3.000000,10.000000,1.000000,400.000000,0.197403,0.810464,15.237489,172845.036749,2759.042537
120.000000,3.000000,15.000000,1.000000,400.000000,0.209104,0.848154,15.287489,175491.436422,2922.587331
120.000000,3.000000,20.000000,1.000000,400.000000,0.220662,0.868331,15.337489,177237.591625,3084.137677
120.000000,3.000000,25.000000,1.000000,400.000000,0.232506,0.888090,15.387489,180059.838856,3249.676920
120.000000,3.000000,30.000000,1.000000,400.000000,0.241781,0.900381,15.437489,182281.833029,3379.316087
120.000000,3.000000,35.000000,1.000000,400.000000,0.250961,0.916191,15.487489,184098.372378,3507.625621
120.000000,3.000000,40.000000,1.000000,400.000000,0.259142,0.927178,15.537489,185987.882828,3621.974014
120.000000,3.000000,45.000000,1.000000,400.000000,0.266229,0.941895,15.587489,187886.655854,3721.031633
120.000000,3.000000,50.000000,1.000000,400.000000,0.271937,0.952901,15.637489,189224.108715,3800.809581
120.000000,3.000000,55.000000,1.000000,400.000000,0.277645,0.959855,15.687489,190451.710338,3880.587530
120.000000,3.000000,60.000000,1.000000,400.000000,0.281355,0.962757,15.737489,191507.027786,3932.443197
120.000000,3.000000,65.000000,1.000000,400.000000,0.282924,0.970415,15.787489,192320.851553,3954.382132
120.000000,3.000000,70.000000,1.000000,400.000000,0.284209,0.971861,15.837489,192480.744020,3972.332171
120.000000,3.000000,75.000000,1.000000,400.000000,0.284351,0.976922,15.887489,192772.774191,3974.326620
120.000000,3.000000,80.000000,1.000000,400.000000,0.285207,0.976475,15.937489,192906.217270,3986.293312
120.000000,3.000000,85.000000,1.000000,400.000000,0.285017,0.977901,15.987489,193128.085816,3983.634047
120.000000,3.000000,90.000000,1.000000,400.000000,0.285683,0.977340,16.037489,193183.590025,3992.941474
120.000000,3.000000,95.000000,1.000000,400.000000,0.286159,0.977007,16.087489,193350.891465,3999.589637
120.000000,3.000000,100.000000,1.000000,400.000000,0.286206,0.978624,16.137489,193458.413121,4000.254453
140.000000,3.000000,10.000000,1.000000,400.000000,0.219901,0.704338,15.237489,231550.432875,3073.500617
140.000000,3.000000,15.000000,1.000000,400.000000,0.240259,0.745529,15.287489,237903.301435,3358.041967
140.000000,3.000000,20.000000,1.000000,400.000000,0.259380,0.783571,15.337489,244828.400831,3625.298095
140.000000,3.000000,25.000000,1.000000,400.000000,0.276979,0.821699,15.387489,251143.414242,3871.280103
140.000000,3.000000,30.000000,1.000000,400.000000,0.293864,0.846204,15.437489,256663.106253,4107.289867
140.000000,3.000000,35.000000,1.000000,400.000000,0.309889,0.867837,15.487489,262614.340431,4331.266946
140.000000,3.000000,40.000000,1.000000,400.000000,0.324401,0.889450,15.537489,267622.210842,4534.101892
140.000000,3.000000,45.000000,1.000000,400.000000,0.335341,0.912319,15.587489,272310.523463,4687.009626
140.000000,3.000000,50.000000,1.000000,400.000000,0.346613,0.929205,15.637489,276162.861177,4844.571075
140.000000,3.000000,55.000000,1.000000,400.000000,0.357744,0.941876,15.687489,279711.132513,5000.138074
140.000000,3.000000,60.000000,1.000000,400.000000,0.362167,0.951532,15.737489,282412.381379,5061.965985
140.000000,3.000000,65.000000,1.000000,400.000000,0.367019,0.961311,15.787489,283942.986628,5129.777241
140.000000,3.000000,70.000000,1.000000,400.000000,0.368588,0.963489,15.837489,284584.126664,5151.716177
140.000000,3.000000,75.000000,1.000000,400.000000,0.368731,0.966847,15.887489,285118.916303,5153.710625
140.000000,3.000000,80.000000,1.000000,400.000000,0.369349,0.967123,15.937489,285324.946391,5162.353236
140.000000,3.000000,85.000000,1.000000,400.000000,0.369825,0.966933,15.987489,285511.553079,5169.001399
140.000000,3.000000,90.000000,1.000000,400.000000,0.370586,0.966924,16.037489,285694.215377,5179.638459
140.000000,3.000000,95.000000,1.000000,400.000000,0.371632,0.967551,16.087489,286048.361434,5194.264416
140.000000,3.000000,100.000000,1.000000,400.000000,0.371632,0.970947,16.137489,286185.318425,5194.264416
160.000000,3.000000,10.000000,1.000000,400.000000,0.230080,0.631336,15.237489,293822.474714,3215.771292
160.000000,3.000000,15.000000,1.000000,400.000000,0.250766,0.678615,15.287489,305482.615109,3504.900363
160.000000,3.000000,20.000000,1.000000,400.000000,0.272170,0.721642,15.337489,317842.803166,3804.067670
160.000000,3.000000,25.000000,1.000000,400.000000,0.292052,0.770967,15.387489,329361.855261,4081.960857
160.000000,3.000000,30.000000,1.000000,400.000000,0.311791,0.802397,15.437489,340216.402885,4357.859596
160.000000,3.000000,35.000000,1.000000,400.000000,0.331150,0.830194,15.487489,351711.340213,4628.439805
160.000000,3.000000,40.000000,1.000000,400.000000,0.348416,0.864346,15.537489,361422.619209,4869.768099
160.000000,3.000000,45.000000,1.000000,400.000000,0.363875,0.888223,15.587489,370207.256854,5085.833376
160.000000,3.000000,50.000000,1.000000,400.000000,0.379333,0.911121,15.637489,378577.044478,5301.898654
160.000000,3.000000,55.000000,1.000000,400.000000,0.391224,0.927816,15.687489,385268.685937,5468.102713
160.000000,3.000000,60.000000,1.000000,400.000000,0.399786,0.942780,15.737489,390185.509902,5587.769636
160.000000,3.000000,65.000000,1.000000,400.000000,0.404690,0.954966,15.787489,393142.146042,5656.311701
160.000000,3.000000,70.000000,1.000000,400.000000,0.406826,0.959266,15.837489,394328.599064,5686.162439
160.000000,3.000000,75.000000,1.000000,400.000000,0.407729,0.961463,15.887489,395039.972199,5698.793948
160.000000,3.000000,80.000000,1.000000,400.000000,0.408352,0.962643,15.937489,395304.959311,5707.502551
160.000000,3.000000,85.000000,1.000000,400.000000,0.409775,0.962053,15.987489,395952.709854,5727.381046
160.000000,3.000000,90.000000,1.000000,400.000000,0.409917,0.963470,16.037489,396302.618677,5729.375494
160.000000,3.000000,95.000000,1.000000,400.000000,0.410583,0.961691,16.087489,396605.258217,5738.682922
160.000000,3.000000,100.000000,1.000000,400.000000,0.410869,0.965021,16.137489,396867.395063,5742.671819
180.000000,3.000000,10.000000,1.000000,400.000000,0.233738,0.604937,15.237489,358534.476854,3266.896150
180.000000,3.000000,15.000000,1.000000,400.000000,0.255570,0.656554,15.287489,375394.692319,3572.046803
180.000000,3.000000,20.000000,1.000000,400.000000,0.278211,0.692104,15.337489,394077.495883,3888.499332
180.000000,3.000000,25.000000,1.000000,400.000000,0.298663,0.743579,15.387489,410788.250190,4174.370314
180.000000,3.000000,30.000000,1.000000,400.000000,0.318878,0.779452,15.437489,427399.268840,4456.917215
180.000000,3.000000,35.000000,1.000000,400.000000,0.338760,0.813527,15.487489,444247.527287,4734.810403
180.000000,3.000000,40.000000,1.000000,400.000000,0.356455,0.847584,15.537489,459594.396923,4982.122043
180.000000,3.000000,45.000000,1.000000,400.000000,0.373483,0.874658,15.587489,472861.028914,5220.126256
180.000000,3.000000,50.000000,1.000000,400.000000,0.389560,0.901865,15.637489,485864.452956,5444.834145
180.000000,3.000000,55.000000,1.000000,400.000000,0.402545,0.924762,15.687489,496893.638724,5626.328978
180.000000,3.000000,60.000000,1.000000,400.000000,0.411201,0.940554,15.737489,503791.718566,5747.325533
180.000000,3.000000,65.000000,1.000000,400.000000,0.416148,0.950304,15.787489,508036.436723,5816.466422
180.000000,3.000000,70.000000,1.000000,400.000000,0.419192,0.954186,15.837489,510358.650870,5859.014661
180.000000,3.000000,75.000000,1.000000,400.000000,0.420239,0.957268,15.887489,510977.287214,5873.640618
180.000000,3.000000,80.000000,1.000000,400.000000,0.421285,0.959817,15.937489,512025.893229,5888.266575
180.000000,3.000000,85.000000,1.000000,400.000000,0.421904,0.957915,15.987489,512378.184915,5896.909186
180.000000,3.000000,90.000000,1.000000,400.000000,0.422474,0.958524,16.037489,512712.123375,5904.886981
180.000000,3.000000,95.000000,1.000000,400.000000,0.422998,0.960607,16.087489,513346.933206,5912.199960
180.000000,3.000000,100.000000,1.000000,400.000000,0.423521,0.960816,16.137489,513714.857206,5919.512939
200.000000,3.000000,10.000000,1.000000,400.000000,0.236877,0.591429,15.237489,424286.499761,3310.774021
200.000000,3.000000,15.000000,1.000000,400.000000,0.259280,0.638271,15.287489,446963.741132,3623.902469
200.000000,3.000000,20.000000,1.000000,400.000000,0.282349,0.673792,15.337489,471803.221094,3946.338345
200.000000,3.000000,25.000000,1.000000,400.000000,0.302849,0.722783,15.387489,494066.160692,4232.874143
200.000000,3.000000,30.000000,1.000000,400.000000,0.322969,0.761796,15.437489,516076.874580,4514.091412
200.000000,3.000000,35.000000,1.000000,400.000000,0.343707,0.798925,15.487489,539406.588625,4803.951292
200.000000,3.000000,40.000000,1.000000,400.000000,0.361687,0.836596,15.537489,559557.457883,5055.251829
200.000000,3.000000,45.000000,1.000000,400.000000,0.379333,0.865791,15.587489,577901.819424,5301.898654
200.000000,3.000000,50.000000,1.000000,400.000000,0.396219,0.892504,15.637489,596101.756274,5537.908418
200.000000,3.000000,55.000000,1.000000,400.000000,0.409109,0.919616,15.687489,611015.475848,5718.073618
200.000000,3.000000,60.000000,1.000000,400.000000,0.417432,0.936416,15.737489,619998.983179,5834.416460
200.000000,3.000000,65.000000,1.000000,400.000000,0.422855,0.944977,15.787489,626017.706402,5910.205511
200.000000,3.000000,70.000000,1.000000,400.000000,0.425756,0.951246,15.837489,628658.238558,5950.759302
200.000000,3.000000,75.000000,1.000000,400.000000,0.426945,0.952825,15.887489,629736.915776,5967.379708
200.000000,3.000000,80.000000,1.000000,400.000000,0.427611,0.955479,15.937489,630883.857524,5976.687135
200.000000,3.000000,85.000000,1.000000,400.000000,0.428325,0.953054,15.987489,631415.131921,5986.659379
200.000000,3.000000,90.000000,1.000000,400.000000,0.428705,0.956659,16.037489,632038.290541,5991.977908
200.000000,3.000000,95.000000,1.000000,400.000000,0.429704,0.957135,16.087489,632780.464057,6005.939049
200.000000,3.000000,100.000000,1.000000,400.000000,0.429942,0.955546,16.137489,633315.148146,6009.263131
220.000000,3.000000,10.000000,1.000000,400.000000,0.239346,0.575647,15.237489,490873.635685,3345.234478
220.000000,3.000000,15.000000,1.000000,400.000000,0.261368,0.629347,15.287489,519712.602669,3653.044396
220.000000,3.000000,20.000000,1.000000,400.000000,0.284394,0.664935,15.337489,550765.699540,3974.925443
220.000000,3.000000,25.000000,1.000000,400.000000,0.305798,0.713071,15.387489,578934.576096,4274.092750
220.000000,3.000000,30.000000,1.000000,400.000000,0.325918,0.752454,15.437489,606616.459361,4555.310019
220.000000,3.000000,35.000000,1.000000,400.000000,0.346176,0.788489,15.487489,634778.367410,4838.411748
220.000000,3.000000,40.000000,1.000000,400.000000,0.363827,0.831355,15.537489,660217.754199,5085.168560
220.000000,3.000000,45.000000,1.000000,400.000000,0.382187,0.859703,15.587489,683942.421537,5341.787628
220.000000,3.000000,50.000000,1.000000,400.000000,0.399025,0.886939,15.637489,707028.487664,5577.132576
220.000000,3.000000,55.000000,1.000000,400.000000,0.413004,0.913879,15.687489,725466.800958,5772.478562
220.000000,3.000000,60.000000,1.000000,400.000000,0.421523,0.930375,15.737489,737017.969733,5891.590657
220.000000,3.000000,65.000000,1.000000,400.000000,0.427226,0.941229,15.787489,744685.203471,5971.258617
220.000000,3.000000,70.000000,1.000000,400.000000,0.429937,0.945748,15.837489,748592.920392,6009.153143
220.000000,3.000000,75.000000,1.000000,400.000000,0.431174,0.949895,15.887489,749918.602197,6026.438365
220.000000,3.000000,80.000000,1.000000,400.000000,0.431792,0.950171,15.937489,751035.072493,6035.080976
220.000000,3.000000,85.000000,1.000000,400.000000,0.432463,0.951341,15.987489,752266.272402,6044.498391
220.000000,3.000000,90.000000,1.000000,400.000000,0.433129,0.951151,16.037489,752995.784077,6053.805819
220.000000,3.000000,95.000000,1.000000,400.000000,0.433457,0.953929,16.087489,753590.459932,6058.349544
220.000000,3.000000,100.000000,1.000000,400.000000,0.433985,0.954433,16.137489,754179.096625,6065.772511
240.000000,3.000000,10.000000,1.000000,400.000000,0.240820,0.568959,15.237489,557809.678607,3365.843781
240.000000,3.000000,15.000000,1.000000,400.000000,0.262414,0.622289,15.287489,592529.746613,3667.670353
240.000000,3.000000,20.000000,1.000000,400.000000,0.286249,0.659123,15.337489,630158.262500,4000.853276
240.000000,3.000000,25.000000,1.000000,400.000000,0.307268,0.708619,15.387489,663607.945705,4294.592065
240.000000,3.000000,30.000000,1.000000,400.000000,0.327297,0.747955,15.437489,696634.237396,4574.589689
240.000000,3.000000,35.000000,1.000000,400.000000,0.347793,0.782839,15.487489,730894.717256,4861.015500
240.000000,3.000000,40.000000,1.000000,400.000000,0.366010,0.823573,15.537489,762075.606814,5115.640119
240.000000,3.000000,45.000000,1.000000,400.000000,0.384132,0.854100,15.587489,790766.436790,5368.935106
240.000000,3.000000,50.000000,1.000000,400.000000,0.400875,0.884170,15.637489,818811.945274,5602.950421
240.000000,3.000000,55.000000,1.000000,400.000000,0.414816,0.908552,15.687489,840774.193002,5797.851567
240.000000,3.000000,60.000000,1.000000,400.000000,0.423654,0.927159,15.737489,855061.902480,5921.214086
240.000000,3.000000,65.000000,1.000000,400.000000,0.428991,0.937681,15.787489,864075.512660,5995.966806
240.000000,3.000000,70.000000,1.000000,400.000000,0.431797,0.943874,15.837489,868735.238947,6035.190964
240.000000,3.000000,75.000000,1.000000,400.000000,0.432934,0.947327,15.887489,870515.059966,6051.036566
240.000000,3.000000,80.000000,1.000000,400.000000,0.433604,0.948174,15.937489,871690.841596,6060.453981
240.000000,3.000000,85.000000,1.000000,400.000000,0.434218,0.947393,15.987489,872957.840562,6068.986604
240.000000,3.000000,90.000000,1.000000,400.000000,0.434879,0.948896,16.037489,873838.438480,6078.110718
240.000000,3.000000,95.000000,1.000000,400.000000,0.435212,0.949439,16.087489,874523.014808,6082.764432
240.000000,3.000000,100.000000,1.000000,400.000000,0.435740,0.951665,16.137489,875523.394045,6090.260724
260.000000,3.000000,10.000000,1.000000,400.000000,0.242765,0.561235,15.237489,625199.872009,3392.917934
260.000000,3.000000,15.000000,1.000000,400.000000,0.264931,0.616124,15.287489,666004.505928,3702.722300
260.000000,3.000000,20.000000,1.000000,400.000000,0.288908,0.653311,15.337489,710195.458832,4037.972998
260.000000,3.000000,25.000000,1.000000,400.000000,0.309698,0.702626,15.387489,749257.579931,4328.607681
260.000000,3.000000,30.000000,1.000000,400.000000,0.330237,0.737471,15.437489,788716.563422,4615.514995
260.000000,3.000000,35.000000,1.000000,400.000000,0.350932,0.777245,15.487489,828716.276529,4904.893372
260.000000,3.000000,40.000000,1.000000,400.000000,0.369292,0.815506,15.537489,864458.382593,5161.512439
260.000000,3.000000,45.000000,1.000000,400.000000,0.387324,0.848944,15.587489,898315.850971,5413.587782
260.000000,3.000000,50.000000,1.000000,400.000000,0.404443,0.881031,15.637489,931529.554696,5652.811639
260.000000,3.000000,55.000000,1.000000,400.000000,0.418327,0.906631,15.687489,957537.300884,5846.754667
260.000000,3.000000,60.000000,1.000000,400.000000,0.426803,0.925095,15.737489,974159.707807,5965.385259
260.000000,3.000000,65.000000,1.000000,400.000000,0.432463,0.935845,15.787489,984501.319531,6044.498391
260.000000,3.000000,70.000000,1.000000,400.000000,0.435222,0.941220,15.837489,989892.469416,6083.057733
260.000000,3.000000,75.000000,1.000000,400.000000,0.436592,0.944140,15.887489,991844.484150,6102.044103
260.000000,3.000000,80.000000,1.000000,400.000000,0.437457,0.945006,15.937489,993361.464142,6114.304096
260.000000,3.000000,85.000000,1.000000,400.000000,0.437781,0.947669,15.987489,994695.852204,6118.664509
260.000000,3.000000,90.000000,1.000000,400.000000,0.438408,0.946537,16.037489,995916.649309,6127.600421
260.000000,3.000000,95.000000,1.000000,400.000000,0.438784,0.948031,16.087489,996885.965695,6132.808963
260.000000,3.000000,100.000000,1.000000,400.000000,0.438875,0.950685,16.137489,997750.822927,6133.955282
280.000000,3.000000,10.000000,1.000000,400.000000,0.243774,0.553862,15.237489,693370.508187,3407.172376
280.000000,3.000000,15.000000,1.000000,400.000000,0.265977,0.609836,15.287489,740266.537191,3717.348258
280.000000,3.000000,20.000000,1.000000,400.000000,0.290482,0.645776,15.337489,791131.980170,4060.021921
280.000000,3.000000,25.000000,1.000000,400.000000,0.310983,0.697156,15.387489,835933.431712,4346.557720
280.000000,3.000000,30.000000,1.000000,400.000000,0.332525,0.732658,15.437489,881139.733377,4647.609488
280.000000,3.000000,35.000000,1.000000,400.000000,0.352787,0.774220,15.487489,926767.041777,4930.821205
280.000000,3.000000,40.000000,1.000000,400.000000,0.371813,0.812633,15.537489,967754.244723,5196.747700
280.000000,3.000000,45.000000,1.000000,400.000000,0.389931,0.844996,15.587489,1006471.495311,5449.859373
280.000000,3.000000,50.000000,1.000000,400.000000,0.407625,0.875818,15.637489,1044665.556455,5697.171014
280.000000,3.000000,55.000000,1.000000,400.000000,0.421561,0.904005,15.687489,1074719.333218,5891.962171
280.000000,3.000000,60.000000,1.000000,400.000000,0.429742,0.923354,15.737489,1093661.889530,6006.310564
280.000000,3.000000,65.000000,1.000000,400.000000,0.435835,0.934846,15.787489,1105827.473523,6091.590356
280.000000,3.000000,70.000000,1.000000,400.000000,0.438875,0.940145,15.837489,1111921.061703,6133.955282
280.000000,3.000000,75.000000,1.000000,400.000000,0.439969,0.942580,15.887489,1114086.661949,6149.246055
280.000000,3.000000,80.000000,1.000000,400.000000,0.440539,0.943817,15.937489,1115630.719153,6157.223850
280.000000,3.000000,85.000000,1.000000,400.000000,0.441015,0.944216,15.987489,1117057.786677,6163.872013
280.000000,3.000000,90.000000,1.000000,400.000000,0.441538,0.945909,16.037489,1118276.921739,6171.184991
280.000000,3.000000,95.000000,1.000000,400.000000,0.441443,0.948174,16.087489,1119594.759354,6169.855359
280.000000,3.000000,100.000000,1.000000,400.000000,0.442252,0.946090,16.137489,1120565.968399,6181.157235
300.000000,3.000000,10.000000,1.000000,400.000000,0.245239,0.550514,15.237489,761556.261278,3427.488378
